Cluster_name,r_kpc,rerr_kpc,kT_keV,kT_err_minus,kT_err_plus,ne_g_cm3,ne_err_minus,ne_err_plus,K,K_err_minus,K_err_plus,RA,DEC
--,kpc,kpc,keV,keV,keV,g cm3,g cm3,g cm3,keV cm2,keV cm2,keV cm2,deg,deg
--,--,--,--,--,--,--,--,--,--,--,--,--,--
MCXC_J0454.1-0300,112.198,16.028,11.281,0.847,0.893,0.008798,0.0003242,0.0003316,264.702,26.772,27.257,73.54585,-3.0145
MCXC_J0454.1-0300,144.254,16.028,11.314,0.899,0.921,0.008627,0.0002344,0.0002366,268.966,26.267,26.803,73.54585,-3.0145
MCXC_J0454.1-0300,176.31,16.028,11.347,0.951,0.948,0.006262,0.0002315,0.0002368,334.002,35.233,37.416,73.54585,-3.0145
MCXC_J0454.1-0300,208.367,16.028,11.381,1.003,0.976,0.005884,0.0001798,0.0001825,349.167,36.279,38.844,73.54585,-3.0145
MCXC_J0454.1-0300,240.423,16.028,11.017,1.011,0.973,0.004725,0.0001691,0.0001726,391.286,42.821,46.656,73.54585,-3.0145
MCXC_J0454.1-0300,272.48,16.028,10.561,1.01,0.963,0.004585,0.0001375,0.0001395,382.679,41.678,45.309,73.54585,-3.0145
MCXC_J0454.1-0300,304.536,16.028,10.105,1.008,0.953,0.003438,0.0001425,0.0001463,443.591,52.563,58.578,73.54585,-3.0145
MCXC_J0454.1-0300,336.593,16.028,9.649,1.006,0.943,0.003296,0.0001199,0.0001224,435.689,51.836,57.712,73.54585,-3.0145
MCXC_J0454.1-0300,368.649,16.028,9.193,1.004,0.933,0.002389,0.0001327,0.0001382,514.461,68.579,79.314,73.54585,-3.0145
MCXC_J0454.1-0300,400.706,16.028,8.736,1.002,0.923,0.00246,0.0001093,0.0001126,479.386,62.902,71.931,73.54585,-3.0145
MCXC_J0454.1-0300,432.762,16.028,8.28,1,0.913,0.002104,0.0001076,0.0001116,504.231,70.273,81.798,73.54585,-3.0145
MCXC_J0454.1-0300,464.818,16.028,8.273,1,0.913,0.001938,9.85E-05,0.0001021,532.138,74.112,86.235,73.54585,-3.0145
MCXC_J0454.1-0300,496.875,16.028,8.273,1,0.913,0.00142,0.0001111,0.0001186,654.751,100.778,123.064,73.54585,-3.0145
MCXC_J0454.1-0300,528.931,16.028,8.273,1,0.913,0.001491,9.24E-05,9.69E-05,633.785,92.084,109.146,73.54585,-3.0145
MCXC_J0454.1-0300,577.016,32.056,8.273,1,0.913,0.001196,5.16E-05,5.31E-05,734.167,99.15,114.013,73.54585,-3.0145
MCXC_J0454.1-0300,641.129,32.056,8.273,1,0.913,0.0009887,4.87E-05,5.04E-05,833.603,115.395,133.944,73.54585,-3.0145
MCXC_J0454.1-0300,705.242,32.056,8.273,1,0.913,0.0007194,5.19E-05,5.51E-05,1030.443,155.335,187.534,73.54585,-3.0145
MCXC_J0454.1-0300,785.383,48.085,8.273,1,0.913,0.000535,3.84E-05,4.07E-05,1255.302,188.992,228.015,73.54585,-3.0145
MCXC_J0454.1-0300,897.58,64.113,8.273,1,0.913,0.0004815,2.03E-05,2.07E-05,1346.645,181.165,207.6,73.54585,-3.0145
MACS_J0329.6-0211,14.398,14.398,3.62,0.156,0.186,0.079,0.001146,0.001137,19.661,1.188,1.046,52.42367,-2.19657
MACS_J0329.6-0211,43.194,14.398,5.108,0.242,0.266,0.03654,0.0004247,0.0004226,46.386,2.753,2.576,52.42367,-2.19657
MACS_J0329.6-0211,71.99,14.398,6.563,0.384,0.484,0.01575,0.0003317,0.0003348,104.472,9.043,7.715,52.42367,-2.19657
MACS_J0329.6-0211,100.786,14.398,6.886,0.429,0.535,0.01008,0.0002641,0.0002675,147.609,13.796,12.032,52.42367,-2.19657
MACS_J0329.6-0211,129.582,14.398,6.643,0.424,0.502,0.007624,0.000216,0.0002188,171.495,15.887,14.532,52.42367,-2.19657
MACS_J0329.6-0211,158.378,14.398,6.539,0.451,0.487,0.005585,0.0002,0.0002041,207.734,19.928,19.906,52.42367,-2.19657
MACS_J0329.6-0211,187.174,14.398,6.816,0.563,0.521,0.005125,0.0001593,0.0001618,229.307,21.791,24.299,52.42367,-2.19657
MACS_J0329.6-0211,215.97,14.398,7.093,0.675,0.554,0.004166,0.0001463,0.0001492,273.961,27.151,33.44,52.42367,-2.19657
MACS_J0329.6-0211,244.766,14.398,7.37,0.786,0.588,0.00368,0.0001259,0.0001283,309.204,30.972,41.181,52.42367,-2.19657
MACS_J0329.6-0211,273.562,14.398,7.305,0.783,0.601,0.00252,0.0001387,0.0001444,394.5,45.158,59.789,52.42367,-2.19657
MACS_J0329.6-0211,302.358,14.398,7.162,0.753,0.61,0.002595,0.0001091,0.0001121,379.235,41.671,52.361,52.42367,-2.19657
MACS_J0329.6-0211,331.154,14.398,7.019,0.722,0.618,0.001908,0.0001173,0.000123,456.289,56.413,69.832,52.42367,-2.19657
MACS_J0329.6-0211,359.95,14.398,6.877,0.692,0.627,0.001558,0.0001179,0.0001255,511.773,68.723,83.981,52.42367,-2.19657
MACS_J0329.6-0211,388.746,14.398,6.734,0.662,0.635,0.001623,9.70E-05,0.0001015,487.715,62.779,71.551,52.42367,-2.19657
MACS_J0329.6-0211,431.94,28.796,6.526,0.619,0.648,0.001167,5.78E-05,5.98E-05,588.893,75.28,78.841,52.42367,-2.19657
MACS_J0329.6-0211,489.531,28.796,6.357,0.583,0.658,0.0008711,5.91E-05,6.24E-05,696.952,98.9,102.576,52.42367,-2.19657
MACS_J0329.6-0211,547.123,28.796,6.357,0.583,0.658,0.0008692,4.84E-05,5.05E-05,697.997,94.461,95.013,52.42367,-2.19657
MACS_J0329.6-0211,604.715,28.796,6.357,0.583,0.658,0.0005982,5.83E-05,6.35E-05,895.376,140.912,158.099,52.42367,-2.19657
MACS_J0329.6-0211,691.103,57.592,6.357,0.583,0.658,0.0005384,1.93E-05,1.95E-05,960.529,119.442,114.17,52.42367,-2.19657
MCXC_J1514.9-1523,26.882,26.882,8.031,0.786,0.706,0.002802,0.0004636,0.0005415,404.053,71.277,107.816,228.76065,-15.38919
MCXC_J1514.9-1523,71.684,17.921,8.031,0.786,0.706,0.002014,0.0002892,0.0003278,503.612,83.582,118.811,228.76065,-15.38919
MCXC_J1514.9-1523,98.566,8.961,8.031,0.786,0.706,0.002179,0.0003277,0.0003767,477.863,80.878,117.547,228.76065,-15.38919
MCXC_J1514.9-1523,116.487,8.961,8.031,0.786,0.706,0.002083,0.0002796,0.0003185,492.399,79.463,111.422,228.76065,-15.38919
MCXC_J1514.9-1523,134.408,8.961,8.132,0.783,0.703,0.002025,0.0002429,0.0002712,508.059,77.68,104.936,228.76065,-15.38919
MCXC_J1514.9-1523,152.329,8.961,8.249,0.779,0.699,0.001985,0.000213,0.0002336,522.3,75.681,99.089,228.76065,-15.38919
MCXC_J1514.9-1523,170.25,8.961,8.366,0.775,0.696,0.001745,0.0002076,0.0002329,577.212,86.214,116.69,228.76065,-15.38919
MCXC_J1514.9-1523,188.171,8.961,8.483,0.771,0.692,0.001568,0.0002025,0.0002295,628.413,96.143,133.36,228.76065,-15.38919
MCXC_J1514.9-1523,206.092,8.961,8.6,0.767,0.688,0.001353,0.0002086,0.0002432,702.936,115.214,170.817,228.76065,-15.38919
MCXC_J1514.9-1523,224.013,8.961,8.717,0.763,0.685,0.002182,0.0001239,0.0001292,518.211,57.973,68.785,228.76065,-15.38919
MCXC_J1514.9-1523,241.935,8.961,8.834,0.759,0.681,0.001461,0.000162,0.0001791,686.043,95.765,126.835,228.76065,-15.38919
MCXC_J1514.9-1523,259.856,8.961,8.951,0.756,0.678,0.001619,0.0001343,0.0001465,649.186,80.183,100.726,228.76065,-15.38919
MCXC_J1514.9-1523,277.777,8.961,9.069,0.752,0.674,0.001742,0.000115,0.0001215,626.291,70.741,85.392,228.76065,-15.38919
MCXC_J1514.9-1523,295.698,8.961,9.186,0.748,0.67,0.001017,0.0001702,0.0002051,908.062,148.769,232.985,228.76065,-15.38919
MCXC_J1514.9-1523,313.619,8.961,9.303,0.744,0.667,0.001883,9.04E-05,9.50E-05,610.063,61.159,71.907,228.76065,-15.38919
MCXC_J1514.9-1523,331.54,8.961,9.195,0.733,0.651,0.001122,0.0001343,0.0001527,851.836,117.769,162.203,228.76065,-15.38919
MCXC_J1514.9-1523,349.461,8.961,9.017,0.72,0.631,0.001381,0.0001038,0.0001123,727.2,82.779,103.773,228.76065,-15.38919
MCXC_J1514.9-1523,367.382,8.961,8.838,0.707,0.611,0.001394,9.68E-05,0.000104,708.097,77.753,97.212,228.76065,-15.38919
MCXC_J1514.9-1523,385.303,8.961,8.66,0.694,0.59,0.00142,8.92E-05,9.52E-05,685.448,72.154,89.985,228.76065,-15.38919
MCXC_J1514.9-1523,403.224,8.961,8.481,0.681,0.57,0.001101,0.0001072,0.0001169,795.433,98.068,130.656,228.76065,-15.38919
MCXC_J1514.9-1523,421.145,8.961,8.303,0.668,0.55,0.001189,9.60E-05,0.0001044,739.751,83.865,110.041,228.76065,-15.38919
MCXC_J1514.9-1523,439.066,8.961,8.124,0.655,0.53,0.001275,8.67E-05,9.31E-05,691.02,72.825,94.426,228.76065,-15.38919
MCXC_J1514.9-1523,456.987,8.961,7.945,0.642,0.51,0.001153,9.21E-05,0.0001001,722.613,80.164,107.153,228.76065,-15.38919
MCXC_J1514.9-1523,474.909,8.961,7.767,0.629,0.49,0.00151,6.91E-05,7.12E-05,590.217,53.485,68.693,228.76065,-15.38919
MCXC_J1514.9-1523,492.83,8.961,7.711,0.615,0.485,0.0009656,9.78E-05,0.0001089,789.24,95.753,133.718,228.76065,-15.38919
MCXC_J1514.9-1523,510.751,8.961,7.654,0.601,0.48,0.0009994,9.10E-05,9.85E-05,765.695,88.561,119.221,228.76065,-15.38919
MCXC_J1514.9-1523,528.672,8.961,7.598,0.586,0.476,0.001358,6.58E-05,6.81E-05,619.558,56.828,71.086,228.76065,-15.38919
MCXC_J1514.9-1523,546.593,8.961,7.541,0.572,0.471,0.000888,9.13E-05,0.0001002,816.243,99.314,134.861,228.76065,-15.38919
MCXC_J1514.9-1523,564.514,8.961,7.485,0.558,0.466,0.001245,6.13E-05,6.45E-05,646.874,59.424,73.308,228.76065,-15.38919
MCXC_J1514.9-1523,582.435,8.961,7.428,0.544,0.461,0.0007451,9.19E-05,0.0001032,903.835,119.4,167.54,228.76065,-15.38919
MCXC_J1514.9-1523,600.356,8.961,7.372,0.529,0.457,0.0007547,8.57E-05,9.52E-05,889.34,112.824,153.5,228.76065,-15.38919
MCXC_J1514.9-1523,618.277,8.961,7.315,0.515,0.452,0.001202,5.28E-05,5.53E-05,647.18,57.151,67.672,228.76065,-15.38919
MCXC_J1514.9-1523,636.198,8.961,7.259,0.501,0.447,0.0008453,6.92E-05,7.41E-05,811.936,88.934,110.805,228.76065,-15.38919
MCXC_J1514.9-1523,654.119,8.961,7.202,0.487,0.442,0.0009832,5.66E-05,5.91E-05,728.446,69.776,82.034,228.76065,-15.38919
MCXC_J1514.9-1523,672.04,8.961,7.146,0.473,0.438,0.0007373,6.91E-05,7.50E-05,875.598,101.254,127.102,228.76065,-15.38919
MCXC_J1514.9-1523,689.961,8.961,7.09,0.458,0.433,0.0008971,5.55E-05,5.82E-05,762.209,74.601,86.381,228.76065,-15.38919
MCXC_J1514.9-1523,707.883,8.961,7.033,0.444,0.428,0.0007385,6.27E-05,6.74E-05,860.833,95.113,114.618,228.76065,-15.38919
MCXC_J1514.9-1523,725.804,8.961,6.977,0.43,0.423,0.0006098,7.07E-05,7.88E-05,970.233,123.182,159.288,228.76065,-15.38919
MCXC_J1514.9-1523,743.725,8.961,6.92,0.416,0.419,0.0007255,5.76E-05,6.16E-05,857.13,91.848,106.849,228.76065,-15.38919
MCXC_J1514.9-1523,761.646,8.961,6.878,0.405,0.415,0.0006223,6.28E-05,6.87E-05,943.587,111.948,136.592,228.76065,-15.38919
MCXC_J1514.9-1523,779.567,8.961,6.878,0.405,0.415,0.0005884,6.27E-05,6.96E-05,979.529,119.142,148.464,228.76065,-15.38919
MCXC_J1514.9-1523,797.488,8.961,6.878,0.405,0.415,0.0003425,9.46E-05,0.0001311,1404.956,282.922,647.375,228.76065,-15.38919
MCXC_J1514.9-1523,815.409,8.961,6.878,0.405,0.415,0.0003551,8.76E-05,0.000118,1371.501,258.873,529.297,228.76065,-15.38919
MCXC_J1514.9-1523,833.33,8.961,6.878,0.405,0.415,0.000602,5.36E-05,5.79E-05,964.757,108.303,128.025,228.76065,-15.38919
MCXC_J1514.9-1523,851.251,8.961,6.878,0.405,0.415,0.0003236,8.56E-05,0.0001164,1459.144,286.648,620.328,228.76065,-15.38919
MCXC_J1514.9-1523,869.172,8.961,6.878,0.405,0.415,0.0001289,0.0001467,0.000116,2695.236,1169.04,10551.584,228.76065,-15.38919
MCXC_J1514.9-1523,887.093,8.961,6.878,0.405,0.415,0.000569,4.98E-05,5.37E-05,1001.626,111.582,131.356,228.76065,-15.38919
MCXC_J1514.9-1523,905.014,8.961,6.878,0.405,0.415,0.0005824,4.73E-05,5.06E-05,986.262,106.472,123.316,228.76065,-15.38919
MCXC_J1514.9-1523,931.896,17.921,6.878,0.405,0.415,0.0003683,3.66E-05,4.00E-05,1338.724,157.702,191.6,228.76065,-15.38919
MCXC_J1514.9-1523,967.738,17.921,6.878,0.405,0.415,0.0003685,3.39E-05,3.70E-05,1338.172,152.392,182.495,228.76065,-15.38919
MCXC_J1514.9-1523,1003.58,17.921,6.878,0.405,0.415,0.0003068,3.79E-05,4.33E-05,1511.902,197.399,259.978,228.76065,-15.38919
MCXC_J1514.9-1523,1039.422,17.921,6.878,0.405,0.415,0.0003999,2.89E-05,3.07E-05,1267.16,130.566,147.868,228.76065,-15.38919
MCXC_J1514.9-1523,1075.265,17.921,6.878,0.405,0.415,0.0004384,2.54E-05,2.69E-05,1191.832,113.153,124.688,228.76065,-15.38919
MCXC_J1514.9-1523,1111.107,17.921,6.878,0.405,0.415,0.0002683,3.86E-05,4.44E-05,1653.273,232.797,321.512,228.76065,-15.38919
MCXC_J1514.9-1523,1155.909,26.882,6.878,0.405,0.415,0.0002415,1.25E-05,1.27E-05,1773.575,162.31,173.431,228.76065,-15.38919
ABELL_1991,2.84,2.84,0.953,0.018,0.018,0.1121,0.001588,0.001584,4.1,0.115,0.117,223.63175,18.64486
ABELL_1991,8.519,2.84,1.346,0.018,0.019,0.05034,0.0006197,0.0006274,9.873,0.218,0.216,223.63175,18.64486
ABELL_1991,14.198,2.84,1.79,0.028,0.03,0.0276,0.0004302,0.000437,19.6,0.526,0.52,223.63175,18.64486
ABELL_1991,19.877,2.84,2.075,0.068,0.072,0.02022,0.0003254,0.0003307,27.96,1.256,1.236,223.63175,18.64486
ABELL_1991,25.556,2.84,2.24,0.063,0.069,0.01553,0.0002737,0.0002786,35.981,1.512,1.461,223.63175,18.64486
ABELL_1991,31.236,2.84,2.252,0.079,0.074,0.01395,0.0002359,0.0002399,38.852,1.694,1.831,223.63175,18.64486
ABELL_1991,36.915,2.84,2.268,0.1,0.085,0.01098,0.0002295,0.0002344,45.921,2.327,2.72,223.63175,18.64486
ABELL_1991,42.594,2.84,2.596,0.139,0.14,0.009937,0.0002011,0.0002052,56.164,3.734,3.836,223.63175,18.64486
ABELL_1991,48.273,2.84,2.494,0.146,0.146,0.008044,0.0001823,0.0001865,62.124,4.504,4.673,223.63175,18.64486
ABELL_1991,53.952,2.84,2.593,0.159,0.162,0.006848,0.0001727,0.0001771,71.902,5.602,5.754,223.63175,18.64486
ABELL_1991,59.632,2.84,2.597,0.17,0.173,0.00627,0.0001657,0.0001702,76.374,6.317,6.506,223.63175,18.64486
ABELL_1991,65.311,2.84,3.038,0.248,0.245,0.0056,0.0001535,0.0001579,96.342,9.352,9.87,223.63175,18.64486
ABELL_1991,70.99,2.84,2.668,0.213,0.217,0.004541,0.0001634,0.0001695,97.287,9.994,10.465,223.63175,18.64486
ABELL_1991,76.669,2.84,2.428,0.209,0.187,0.00495,0.0001487,0.0001533,83.593,7.946,9.12,223.63175,18.64486
ABELL_1991,82.348,2.84,2.658,0.208,0.211,0.004343,0.0001334,0.0001376,99.852,9.762,10.151,223.63175,18.64486
ABELL_1991,88.028,2.84,3.047,0.227,0.232,0.003258,0.0001464,0.0001533,138.658,14.258,15.196,223.63175,18.64486
ABELL_1991,93.707,2.84,3.031,0.284,0.312,0.003461,0.0001146,0.0001185,132.477,16.19,15.818,223.63175,18.64486
ABELL_1991,99.386,2.84,2.696,0.215,0.221,0.002874,0.0001377,0.0001446,133.357,14.691,15.676,223.63175,18.64486
ABELL_1991,105.065,2.84,2.789,0.308,0.248,0.003149,0.0001149,0.0001192,129.831,14.337,18.096,223.63175,18.64486
ABELL_1991,110.744,2.84,2.975,0.289,0.305,0.002798,0.0001082,0.0001125,149.839,18.721,19.118,223.63175,18.64486
ABELL_1991,116.424,2.84,2.739,0.319,0.281,0.003053,0.0001096,0.0001137,130.158,16.069,18.884,223.63175,18.64486
ABELL_1991,122.103,2.84,2.521,0.318,0.293,0.002242,0.0001223,0.0001294,147.179,21.632,25.266,223.63175,18.64486
ABELL_1991,127.782,2.84,2.585,0.231,0.244,0.002353,9.65E-05,0.0001006,146.114,17.289,17.762,223.63175,18.64486
ABELL_1991,133.461,2.84,3.182,0.461,0.41,0.002729,9.48E-05,9.74E-05,162.96,24.192,28.186,223.63175,18.64486
ABELL_1991,139.141,2.84,3.262,0.312,0.383,0.001961,0.0001056,0.0001098,208.244,30.768,28.86,223.63175,18.64486
ABELL_1991,144.82,2.84,3.027,0.309,0.307,0.002003,9.74E-05,0.0001023,190.52,24.655,26.921,223.63175,18.64486
ABELL_1991,150.499,2.84,2.403,0.222,0.144,0.001845,9.64E-05,0.0001001,159.76,14.59,21.376,223.63175,18.64486
ABELL_1991,156.178,2.84,2.603,0.267,0.341,0.001918,9.63E-05,9.98E-05,168.649,26.804,24.044,223.63175,18.64486
ABELL_1991,161.857,2.84,3.783,0.515,0.471,0.001647,8.87E-05,9.38E-05,271.229,41.932,49.206,223.63175,18.64486
ABELL_1991,167.537,2.84,2.434,0.26,0.204,0.00168,8.18E-05,8.60E-05,172.221,19.357,25.193,223.63175,18.64486
ABELL_1991,173.216,2.84,2.653,0.257,0.302,0.001358,9.03E-05,9.60E-05,216.39,32.69,32.849,223.63175,18.64486
ABELL_1991,178.895,2.84,2.433,0.259,0.353,0.001682,8.24E-05,8.66E-05,172.006,29.567,25.135,223.63175,18.64486
ABELL_1991,184.574,2.84,3.435,0.559,0.39,0.001417,8.56E-05,9.11E-05,272.238,40.163,58.642,223.63175,18.64486
ABELL_1991,190.253,2.84,2.316,0.265,0.167,0.001839,6.90E-05,7.05E-05,154.307,14.598,22.198,223.63175,18.64486
ABELL_1991,195.933,2.84,3.162,0.462,0.496,0.001312,9.63E-05,0.000104,263.869,51.655,55.668,223.63175,18.64486
ABELL_1991,201.612,2.84,2.77,0.526,0.506,0.001919,6.06E-05,6.26E-05,179.394,35.777,38.835,223.63175,18.64486
ABELL_1991,207.291,2.84,2.739,0.354,0.379,0.0005986,0.0001611,0.0002207,385.707,102.216,206.187,223.63175,18.64486
ABELL_1991,215.81,5.679,2.71,0.189,0.257,0.0005387,2.36E-05,2.39E-05,409.327,49.258,41.966,223.63175,18.64486
MACS_J0416.1-2403,27.663,27.663,10.113,1.54,1.328,0.01031,0.0005891,0.0006094,213.434,34.767,42.692,64.03935,-24.06687
MACS_J0416.1-2403,69.158,13.832,10.113,1.54,1.328,0.007917,0.0004361,0.0004516,254.582,41.197,50.48,64.03935,-24.06687
MACS_J0416.1-2403,96.821,13.832,10.214,1.547,1.369,0.005664,0.0003615,0.0003796,321.459,54.336,66.208,64.03935,-24.06687
MACS_J0416.1-2403,124.484,13.832,10.364,1.557,1.43,0.004189,0.0003319,0.0003527,398.84,72.061,87.643,64.03935,-24.06687
MACS_J0416.1-2403,152.147,13.832,10.514,1.568,1.49,0.004387,0.0002386,0.0002484,392.322,67.298,76.362,64.03935,-24.06687
MACS_J0416.1-2403,179.81,13.832,10.664,1.578,1.551,0.00349,0.00023,0.0002423,463.457,83.915,94.739,64.03935,-24.06687
MACS_J0416.1-2403,207.474,13.832,10.813,1.589,1.612,0.003367,0.0001923,0.0002007,481.35,86.643,93.808,64.03935,-24.06687
MACS_J0416.1-2403,235.137,13.832,10.402,1.514,1.545,0.002993,0.0001779,0.0001861,500.917,90.491,97.997,64.03935,-24.06687
MACS_J0416.1-2403,262.8,13.832,9.713,1.397,1.414,0.002904,0.0001535,0.0001595,477.209,83.242,89.591,64.03935,-24.06687
MACS_J0416.1-2403,290.463,13.832,9.024,1.28,1.284,0.001916,0.0001904,0.000208,584.916,113.905,136.175,64.03935,-24.06687
MACS_J0416.1-2403,318.126,13.832,8.334,1.164,1.153,0.002312,0.0001406,0.0001473,476.631,81.79,90.919,64.03935,-24.06687
MACS_J0416.1-2403,345.789,13.832,7.795,1.073,1.05,0.002331,0.0001233,0.0001281,443.409,72.681,80.429,64.03935,-24.06687
MACS_J0416.1-2403,373.452,13.832,7.579,1.04,1.005,0.001864,0.0001343,0.0001424,500.467,86.073,99.634,64.03935,-24.06687
MACS_J0416.1-2403,401.116,13.832,7.363,1.006,0.961,0.002075,0.0001088,0.000113,452.536,72.247,81.395,64.03935,-24.06687
MACS_J0416.1-2403,428.779,13.832,7.147,0.972,0.917,0.001537,0.0001269,0.0001362,536.719,92.957,111.941,64.03935,-24.06687
MACS_J0416.1-2403,456.442,13.832,6.931,0.939,0.872,0.001565,0.0001129,0.0001198,514.165,85.115,101.48,64.03935,-24.06687
MACS_J0416.1-2403,484.105,13.832,6.714,0.905,0.828,0.001531,0.0001056,0.0001116,505.357,81.573,97.802,64.03935,-24.06687
MACS_J0416.1-2403,511.768,13.832,6.498,0.872,0.783,0.001604,9.36E-05,9.79E-05,474.191,72.649,86.648,64.03935,-24.06687
MACS_J0416.1-2403,539.431,13.832,6.34,0.847,0.751,0.001229,0.0001082,0.0001168,552.678,92.133,116.98,64.03935,-24.06687
MACS_J0416.1-2403,580.926,27.663,6.34,0.847,0.751,0.001217,5.28E-05,5.44E-05,556.093,79.559,93.781,64.03935,-24.06687
MACS_J0416.1-2403,636.252,27.663,6.34,0.847,0.751,0.001092,4.87E-05,5.02E-05,598.046,85.97,101.512,64.03935,-24.06687
MACS_J0416.1-2403,705.41,41.495,6.34,0.847,0.751,0.0006521,4.38E-05,4.62E-05,843.068,131.363,160.578,64.03935,-24.06687
MACS_J0416.1-2403,802.231,55.326,6.34,0.847,0.751,0.0005869,2.53E-05,2.59E-05,904.415,129.268,152.139,64.03935,-24.06687
MCXC_J1853.9+6822,12.943,12.943,4.837,0.452,0.378,0.01221,0.0006682,0.0006794,91.202,10.06,12.401,283.50941,68.3827
MCXC_J1853.9+6822,34.514,8.629,4.837,0.452,0.378,0.008641,0.0003695,0.0003764,114.869,11.892,14.519,283.50941,68.3827
MCXC_J1853.9+6822,51.772,8.629,5.008,0.509,0.421,0.005046,0.0003282,0.0003427,170.233,20.739,26.3,283.50941,68.3827
MCXC_J1853.9+6822,69.029,8.629,5.303,0.607,0.496,0.004636,0.0002378,0.0002462,190.72,23.519,29.704,283.50941,68.3827
MCXC_J1853.9+6822,86.286,8.629,5.598,0.705,0.571,0.003802,0.0002102,0.000217,229.823,30.723,39.288,283.50941,68.3827
MCXC_J1853.9+6822,103.543,8.629,5.894,0.803,0.646,0.002852,0.0002084,0.0002212,293.059,44.117,58.363,283.50941,68.3827
MCXC_J1853.9+6822,120.801,8.629,6.189,0.902,0.721,0.002955,0.0001649,0.0001715,300.584,44.475,57.806,283.50941,68.3827
MCXC_J1853.9+6822,138.058,8.629,6.055,0.867,0.714,0.002791,0.0001426,0.0001472,305.46,44.826,56.6,283.50941,68.3827
MCXC_J1853.9+6822,155.315,8.629,5.789,0.792,0.682,0.002289,0.0001385,0.0001451,333.294,50.543,62.521,283.50941,68.3827
MCXC_J1853.9+6822,172.572,8.629,5.523,0.717,0.649,0.002363,0.0001113,0.0001149,311.325,44.899,52.302,283.50941,68.3827
MCXC_J1853.9+6822,189.83,8.629,5.256,0.642,0.617,0.001547,0.000136,0.0001467,393.009,65.064,78.267,283.50941,68.3827
MCXC_J1853.9+6822,207.087,8.629,4.99,0.567,0.584,0.00163,0.0001107,0.0001169,360.26,55.79,61.336,283.50941,68.3827
MCXC_J1853.9+6822,224.344,8.629,4.716,0.52,0.534,0.001624,9.70E-05,0.0001015,341.409,50.14,54.311,283.50941,68.3827
MCXC_J1853.9+6822,241.601,8.629,4.443,0.473,0.484,0.001363,9.92E-05,0.0001052,361.372,54.109,60.491,283.50941,68.3827
MCXC_J1853.9+6822,258.859,8.629,4.169,0.426,0.434,0.001203,9.72E-05,0.000104,368.663,55.074,62.955,283.50941,68.3827
MCXC_J1853.9+6822,280.43,12.943,3.832,0.369,0.373,0.001016,6.92E-05,7.30E-05,379.127,51.59,57.652,283.50941,68.3827
MCXC_J1853.9+6822,306.316,12.943,3.421,0.298,0.298,0.0007639,7.87E-05,8.63E-05,409.427,59.315,72.736,283.50941,68.3827
MCXC_J1853.9+6822,332.202,12.943,3.011,0.228,0.223,0.001097,5.30E-05,5.48E-05,283.061,29.106,32.01,283.50941,68.3827
MCXC_J1853.9+6822,366.716,21.572,2.609,0.159,0.15,0.0006618,4.96E-05,5.28E-05,343.566,34.989,41.705,283.50941,68.3827
MCXC_J1853.9+6822,409.859,21.572,2.609,0.159,0.15,0.0006794,4.01E-05,4.19E-05,337.576,31.328,36.091,283.50941,68.3827
MCXC_J1853.9+6822,474.574,43.143,2.609,0.159,0.15,0.0006115,1.66E-05,1.67E-05,362.14,26.849,29.241,283.50941,68.3827
ABELL_1285,14.574,14.574,6.388,0.654,0.608,0.005539,0.0008505,0.0009704,204.055,36.193,51.71,172.59317,-14.58071
ABELL_1285,38.863,9.716,6.388,0.654,0.608,0.005316,0.0004042,0.0004294,209.732,29.011,34.826,172.59317,-14.58071
ABELL_1285,53.437,4.858,6.422,0.658,0.62,0.004312,0.0005907,0.0006637,242.387,41.349,56.335,172.59317,-14.58071
ABELL_1285,63.153,4.858,6.467,0.663,0.635,0.005179,0.0004052,0.0004313,216.03,30.753,36.378,172.59317,-14.58071
ABELL_1285,72.868,4.858,6.512,0.669,0.65,0.003638,0.0004629,0.0005183,275.311,46.517,61.039,172.59317,-14.58071
ABELL_1285,82.584,4.858,6.557,0.674,0.666,0.003865,0.0003759,0.0004108,266.241,41.385,50.22,172.59317,-14.58071
ABELL_1285,92.3,4.858,6.602,0.68,0.681,0.004106,0.0003115,0.0003319,257.483,37.557,42.925,172.59317,-14.58071
ABELL_1285,102.016,4.858,6.647,0.685,0.697,0.00392,0.0002845,0.0003013,267.375,38.945,43.71,172.59317,-14.58071
ABELL_1285,111.731,4.858,6.692,0.691,0.712,0.001478,0.0005751,0.001038,515.844,145.605,761.609,172.59317,-14.58071
ABELL_1285,121.447,4.858,6.737,0.696,0.727,0.004624,0.0001956,0.0002043,242.754,32.113,33.268,172.59317,-14.58071
ABELL_1285,131.163,4.858,6.74,0.694,0.728,0.002229,0.0003388,0.0004005,395.023,74.401,102.201,172.59317,-14.58071
ABELL_1285,140.879,4.858,6.62,0.672,0.686,0.003642,0.0001956,0.0002067,279.628,37.58,40.625,172.59317,-14.58071
ABELL_1285,150.594,4.858,6.499,0.65,0.644,0.002693,0.00023,0.0002516,335.776,49.372,58.536,172.59317,-14.58071
ABELL_1285,160.31,4.858,6.379,0.628,0.602,0.001688,0.0003124,0.0003854,449.953,86.105,137.494,172.59317,-14.58071
ABELL_1285,170.026,4.858,6.258,0.605,0.56,0.002922,0.0001766,0.0001879,306.189,38.106,44.842,172.59317,-14.58071
