name,RA_h,RA_m,RA_s,DecSign,DecAbsDeg,DEC_m,DEC_s,RA_deg,DEC_deg,redshift,Rin,Rout,scaleR,R2500,R2500e,R500,R500e,T2500,T2500e,T500,T500e,K0,K0err,K100,K100err,spec_kT,spec_kT_err,spec_Z,spec_Z_err,Fx,Fx_err,Lx,Lx_err,LXrest,LXrest_err,LXbol,LXbol_err,radial_profile,dof,spec_X2r,max_ap,wtkT,wtkTe,wtZ,wtZe,obsIDs_good,obsIDs_all
--,h,m,s,DE-,DEd,m,s,degree,degree,--,scaleR,scaleR,--,kpc,kpc,kpc,kpc,keV,keV,keV,keV,keV cm2,keV cm2,keV cm2,keV cm2,keV,keV,Zsun,Zsun,erg/s/cm2,erg/s/cm2,erg/s,erg/s,erg/s,erg/s,erg/s,erg/s,--,--,--,arcmin,keV,keV,Zsun,Zsun,--,--
ACCEPT2 cluster name,Right Ascension J2000 (hours),Right Ascension J2000 (minutes),Right Ascension J2000 (seconds),Declination J2000 (sign),Declination J2000 (degrees),Declination J2000 (minutes),Declination J2000 (Seconds),Right Ascension J2000 (decimal degrees),Declination J2000 (decimal degrees),Redshift,Inner radius,Outer radius,Radius scale,R2500 radius,R2500 radius error,R500 radius,R500 radius error,Average temperature R2500,Average temperature R2500 error,Average temperature R500,Average temperature R500 error,Central entropy,Central entropy error,Entropy at 100kpc,Entropy at 100kpc error,Temperature,Temperature error,Metallicity,Metallicity error,--,--,--,--,--,--,--,--,--,--,--,Maximum aperature,--,--,--,--,observation ID,observation ID
ABELL_0376,2,46,3.9,+,36,54,19.75,41.51644,36.90549,0.048,0.3,1,R2500     ,468,16,1046,34,4.696,0.258,4.613,0.221,61.9,16.6,178.5,32.3,4.698,0.26,6.06E-01,7.60E-02,9.35E-12,2.08E-13,5.04E+43,1.12E+42,5.01E+43,1.11E+42,6.64E+43,1.48E+42,./proj_profs/ABELL_0376_kTZ.dat,1022,1.875,8.334,4.174,0.67,0.346,0.208,[12277]   ,[12277]
ABELL_0383,2,48,3.4,-,3,31,45.41,42.01414,-3.52928,0.187,0.3,1,R2500     ,470,15,1054,37,5.308,0.235,5.257,0.255,10.3,1,117.6,3.7,5.312,0.234,3.91E-01,6.60E-02,2.08E-12,6.65E-14,2.02E+44,6.45E+42,1.99E+44,6.34E+42,2.71E+44,8.65E+42,./proj_profs/ABELL_0383_kTZ.dat,3072,1.239,2.525,5.438,0.297,0.338,0.11,[524  2321  2320],[2320  2321  524]
SPT-CLJ0252-4824,2,52,49.8,-,48,24,58.8,43.20756,-48.41633,0.421,0.3,1,R2500     ,453,67,973,136,6.189,1.329,5.684,1.184,nan,nan,nan,nan,6.352,1.45,3.13E-01,1.91E-01,4.22E-13,4.15E-14,2.66E+44,2.62E+43,2.54E+44,2.50E+43,3.61E+44,3.55E+43,None      ,1022,1.072,1.369,nan,nan,nan,nan,[13494]   ,[13494]
NGC_1132  ,2,52,51.8,-,1,16,29.41,43.2158,-1.27484,0.023,0.3,1,R2500     ,211,7,488,32,1.084,0.014,1.073,0.014,nan,nan,112.3,3.3,1.045,0.023,2.45E-01,3.20E-02,1.01E-12,9.76E-14,1.20E+42,1.16E+41,1.21E+42,1.17E+41,1.78E+42,1.72E+41,./proj_profs/NGC_1132_kTZ.dat,1022,1.211,7.631,nan,nan,nan,nan,[3576]    ,[3576]
WBL_088   ,2,54,27.5,+,41,34,45.89,43.61462,41.57941,0.017,0.3,1,R2500     ,421,7,950,21,3.795,0.014,3.748,0.013,nan,nan,nan,nan,3.604,0.015,3.62E-01,6.00E-03,3.19E-11,1.13E-13,2.08E+43,7.33E+40,2.08E+43,7.32E+40,2.70E+43,9.54E+40,./proj_profs/WBL_088_kTZ.dat,4097,2.002,20.297,nan,nan,nan,nan,[908  11717  12017  12018],[11717  12016  12017  12018  908]
SPT-CLJ0256-5617,2,56,25.3,-,56,17,53.54,44.10561,-56.29821,0.58,0.3,1,R2500     ,410,60,892,116,6.052,1.175,5.707,1.005,nan,nan,nan,nan,5.82,1.006,2.41E-01,1.36E-01,3.69E-13,3.15E-14,5.05E+44,4.31E+43,4.89E+44,4.18E+43,6.80E+44,5.81E+43,None      ,2047,1.096,1.04,nan,nan,nan,nan,[13481  14448],[13481  14448]
ABELL_0402,2,57,41.2,-,22,9,17.77,44.42175,-22.15494,0.322,0.3,1,R2500     ,552,54,1196,117,8.078,1.195,7.599,1.131,nan,nan,87.2,30.7,8.228,1.236,4.50E-02,8.50E-02,1.41E-12,6.02E-14,4.74E+44,2.02E+43,4.44E+44,1.89E+43,6.81E+44,2.90E+43,./proj_profs/ABELL_0402_kTZ.dat,1022,1.175,1.982,nan,nan,nan,nan,[3267]    ,[3267]
ABELL_0399,2,57,53.4,+,13,1,31.11,44.47264,13.02531,0.072,0.3,1,R2500     ,574,11,1284,34,6.942,0.132,6.908,0.139,nan,nan,nan,nan,6.846,0.139,2.40E-01,3.40E-02,2.06E-11,1.69E-13,2.53E+44,2.07E+42,2.49E+44,2.04E+42,3.61E+44,2.95E+42,./proj_profs/ABELL_0399_kTZ.dat,1022,3.135,7.08,6.857,0.581,0.243,0.136,[3230]    ,[3230]
ABELL_3074,2,58,11.3,-,52,43,42.25,44.54691,-52.7284,0.073,0.3,1,R2500     ,375,26,810,68,3.209,0.371,2.896,0.41,nan,nan,nan,nan,3.24,0.377,2.61E-01,1.21E-01,7.48E-13,5.31E-14,9.50E+42,6.74E+41,9.56E+42,6.78E+41,1.25E+43,8.86E+41,None      ,2047,1.727,4.56,nan,nan,nan,nan,[6950  7374],[6950  7374]
ABELL_0401,2,58,58.5,+,13,34,43.75,44.74381,13.57882,0.074,0.3,1,R2500     ,609,11,1349,37,7.729,0.103,7.595,0.105,154.6,14.2,115.7,17.4,7.571,0.098,2.43E-01,1.30E-02,3.40E-11,1.22E-13,4.40E+44,1.58E+42,4.32E+44,1.55E+42,6.44E+44,2.31E+42,./proj_profs/ABELL_0401_kTZ.dat,1022,1.488,7.337,7.881,0.877,0.282,0.099,[14024]   ,[14024  2309  518]
MCXC_J0301.6+0155,3,1,38.2,+,1,55,14.75,45.40921,1.92076,0.17,0.3,1,R2500     ,432,22,935,48,4.492,0.354,4.131,0.331,12.2,1.9,112.1,4.9,4.45,0.333,2.33E-01,9.00E-02,2.14E-12,1.01E-13,1.67E+44,7.85E+42,1.66E+44,7.83E+42,2.22E+44,1.04E+43,./proj_profs/MCXC_J0301.6+0155_kTZ.dat,1022,1.19,2.517,nan,nan,nan,nan,[12253]   ,[12253]
400d_J0302-0423,3,2,21.1,-,4,23,23.86,45.58802,-4.38996,0.35,0.3,1,R2500     ,410,44,912,88,4.819,0.776,4.688,0.689,nan,nan,nan,nan,4.755,0.748,6.17E-01,2.41E-01,9.06E-13,8.43E-14,3.69E+44,3.44E+43,3.67E+44,3.42E+43,4.87E+44,4.54E+43,None      ,1022,1.096,1.394,nan,nan,nan,nan,[5782]    ,[5782]
MCXC_J0303.7-7752,3,3,45.9,-,77,52,45.19,45.94126,-77.87922,0.274,0.3,1,R2500     ,630,46,1405,121,9.801,1.07,9.818,1.248,187.1,34.2,85.9,47.8,9.344,0.891,3.18E-01,8.50E-02,3.20E-12,9.12E-14,7.38E+44,2.11E+43,6.86E+44,1.96E+43,1.10E+45,3.13E+43,./proj_profs/MCXC_J0303.7-7752_kTZ.dat,1022,1.143,2.532,nan,nan,nan,nan,[15113]   ,[15113]
ABELL_3088,3,7,1.9,-,28,39,56.71,46.75808,-28.66575,0.253,0.3,1,R2500     ,576,41,1295,102,8.181,0.891,8.257,0.987,nan,nan,178.1,18.2,7.316,0.762,2.36E-01,9.90E-02,2.88E-12,1.04E-13,5.54E+44,2.01E+43,5.28E+44,1.91E+43,7.79E+44,2.82E+43,./proj_profs/ABELL_3088_kTZ.dat,1022,1.279,2.454,nan,nan,nan,nan,[9414]    ,[9414]
SPT-CLJ0307-6225,3,7,16.9,-,62,26,44.89,46.82032,-62.4458,0.579,0.3,1,R2500     ,341,63,760,158,4.341,1.073,4.208,1.204,nan,nan,nan,nan,4.325,1.059,6.16E-01,3.61E-01,1.36E-13,2.17E-14,1.85E+44,2.95E+43,1.89E+44,3.02E+43,2.48E+44,3.97E+43,None      ,1022,1.036,0.866,nan,nan,nan,nan,[12191]   ,[12191]
SPT-CLJ0307-5042,3,7,50.6,-,50,42,6.7,46.9607,-50.70186,0.55,0.3,1,R2500     ,400,51,938,127,5.622,0.965,6.057,1.133,nan,nan,nan,nan,5.538,0.936,1.73E-01,1.27E-01,3.86E-13,3.52E-14,4.63E+44,4.23E+43,4.53E+44,4.14E+43,6.26E+44,5.72E+43,None      ,1022,1.1,1.042,nan,nan,nan,nan,[13476]   ,[13476]
MACS_J0308.9+2645,3,8,55.9,+,26,45,40.07,47.23311,26.76113,0.324,0.3,1,R2500     ,603,43,1342,109,9.471,0.999,9.462,1.087,144,31.4,106.6,32.8,9.656,1.047,1.59E-01,8.50E-02,3.41E-12,9.49E-14,1.16E+45,3.23E+43,1.06E+45,2.97E+43,1.73E+45,4.81E+43,./proj_profs/MACS_J0308.9+2645_kTZ.dat,1022,1.285,2.155,nan,nan,nan,nan,[3268]    ,[3268]
SPT-CLJ0310-4647,3,10,32.4,-,46,47,10.19,47.63486,-46.78616,0.709,0.3,1,R2500     ,360,52,866,141,5.456,0.966,6.18,1.273,nan,nan,nan,nan,5.37,0.927,2.06E-01,1.89E-01,1.71E-13,1.37E-14,3.83E+44,3.06E+43,3.79E+44,3.03E+43,5.20E+44,4.17E+43,None      ,1022,1.154,0.834,nan,nan,nan,nan,[13492]   ,[13492]
ABELL_3094,3,11,35.7,-,26,53,54.55,47.89888,-26.89849,0.068,0.3,1,R2500     ,371,16,803,36,3.126,0.215,2.842,0.169,31.1,66.8,225.5,83.2,3.108,0.207,3.35E-01,8.00E-02,2.16E-12,1.13E-13,2.34E+43,1.22E+42,2.36E+43,1.23E+42,3.07E+43,1.60E+42,./proj_profs/ABELL_3094_kTZ.dat,1022,1.421,4.828,3.029,0.092,0.272,0.103,[5799]    ,[5799]
400d_J0318-0302,3,18,34.5,-,3,3,3.1,49.64372,-3.05086,0.37,0.3,1,R2500     ,447,69,949,150,5.758,1.325,5.154,1.258,nan,nan,nan,nan,5.621,1.316,2.70E-02,1.08E-01,5.43E-13,5.56E-14,2.52E+44,2.58E+43,2.46E+44,2.52E+43,3.42E+44,3.50E+43,None      ,1022,1.168,1.465,nan,nan,nan,nan,[5775]    ,[5775]
ABELL_3120,3,21,56.4,-,51,19,35.62,50.4849,-51.32656,0.069,0.3,1,R2500     ,304,26,738,79,2.177,0.318,2.414,0.441,17.5,5.9,153.5,12.1,2.174,0.317,1.23E-01,8.80E-02,8.48E-13,1.21E-13,9.56E+42,1.37E+42,9.73E+42,1.39E+42,1.32E+43,1.89E+42,./proj_profs/ABELL_3120_kTZ.dat,1022,1.507,3.894,nan,nan,nan,nan,[6951]    ,[6951]
SPT-CLJ0324-6236,3,24,12.4,-,62,35,55.62,51.05175,-62.59878,0.73,0.3,1,R2500     ,361,65,787,132,5.611,1.232,5.277,1.116,nan,nan,nan,nan,5.38,1.158,3.20E-02,9.20E-02,2.13E-13,3.10E-14,5.14E+44,7.45E+43,5.11E+44,7.42E+43,7.05E+44,1.02E+44,None      ,3072,1.003,0.828,nan,nan,nan,nan,[13137  13213  12181],[12181  13137  13213]
UGC_02748 ,3,27,54.2,+,2,33,41.76,51.9757,2.5616,0.03,0.3,1,R2500     ,206,8,473,33,1.04,0.019,1.013,0.02,6,1.2,329.8,103.7,0.931,0.09,3.01E-01,4.00E-02,2.85E-13,2.07E-14,5.81E+41,4.22E+40,5.88E+41,4.27E+40,8.55E+41,6.21E+40,./proj_profs/UGC_02748_kTZ.dat,3072,1.631,5.753,nan,nan,nan,nan,[12007  11977  11751],[11751  11977  12007  9391]
400d_J0328-2140,3,28,35.8,-,21,40,24.84,52.14935,-21.67357,0.59,0.3,1,R2500     ,404,52,864,113,5.959,1.003,5.412,0.957,nan,nan,nan,nan,6.033,0.995,2.62E-01,1.68E-01,2.26E-13,2.29E-14,3.22E+44,3.26E+43,3.09E+44,3.13E+43,4.34E+44,4.40E+43,None      ,2047,1.137,1.017,nan,nan,nan,nan,[6258  5755],[5755  6258]
ABELL_3126,3,28,35.9,-,55,43,4.79,52.14944,-55.718,0.086,0.3,1,R2500     ,476,18,1063,45,4.998,0.309,4.884,0.331,158.2,13.3,50.5,14.5,4.994,0.309,4.70E-01,8.30E-02,6.71E-12,2.06E-13,1.19E+44,3.66E+42,1.18E+44,3.62E+42,1.59E+44,4.87E+42,./proj_profs/ABELL_3126_kTZ.dat,1022,1.203,5.005,nan,nan,nan,nan,[15313]   ,[15313]
ABELL_3128,3,29,50.6,-,52,34,49.32,52.46093,-52.58037,0.06,0.3,1,R2500     ,373,15,879,36,3.139,0.196,3.35,0.191,12.1,60.7,200.5,72.7,3.137,0.193,3.29E-01,7.20E-02,3.66E-12,1.70E-13,3.07E+43,1.43E+42,3.08E+43,1.43E+42,4.01E+43,1.86E+42,./proj_profs/ABELL_3128_kTZ.dat,1022,1.502,5.439,2.86,0.484,0.269,0.111,[893]     ,[893]
MCXC_J0331.1-2100,3,31,6,-,21,0,32.2,52.77501,-21.00894,0.188,0.3,1,R2500     ,495,26,1143,72,5.846,0.484,6.14,0.619,11.7,1.6,115,5.4,5.859,0.528,2.04E-01,9.20E-02,2.68E-12,1.07E-13,2.63E+44,1.05E+43,2.57E+44,1.03E+43,3.59E+44,1.44E+43,./proj_profs/MCXC_J0331.1-2100_kTZ.dat,2047,1.38,2.651,nan,nan,nan,nan,[10790  9415],[10790  9415]
SPT-CLJ0334-4659,3,34,11,-,46,59,45.61,53.54598,-46.996,0.485,0.3,1,R2500     ,427,60,924,123,5.926,1.161,5.508,1.058,nan,nan,nan,nan,5.822,1.133,1.82E-01,1.47E-01,4.58E-13,4.47E-14,4.05E+44,3.95E+43,3.93E+44,3.83E+43,5.47E+44,5.34E+43,None      ,1022,1.145,1.19,nan,nan,nan,nan,[13470]   ,[13470]
3C_089    ,3,34,15,-,1,11,17.39,53.56249,-1.18816,0.139,0.3,1,R2500     ,439,21,978,46,4.513,0.338,4.371,0.322,30.9,5.5,214.3,11.2,4.528,0.333,1.66E-01,9.60E-02,9.15E-13,3.92E-14,4.58E+43,1.96E+42,4.56E+43,1.95E+42,6.11E+43,2.61E+42,./proj_profs/3C_089_kTZ.dat,2047,1.164,3.027,nan,nan,nan,nan,[14028  14379],[14028  14379]
400d_J0340-2840,3,40,25.2,-,28,40,38.56,55.10505,-28.67738,0.068,0.3,1,R2500     ,431,62,1050,131,4.109,1.031,4.708,1.051,nan,nan,nan,nan,4.122,0.869,1.39E+00,8.10E-01,1.34E-12,2.70E-13,1.47E+43,2.96E+42,1.46E+43,2.94E+42,1.87E+43,3.77E+42,None      ,1022,1.849,5.588,nan,nan,nan,nan,[9385]    ,[9385]
MCXC_J0340.8-4542,3,40,53.8,-,45,40,36.3,55.22413,-45.67675,0.07,0.3,1,R2500     ,338,23,741,48,2.649,0.301,2.439,0.24,189.4,55.7,69,132.7,2.658,0.3,3.86E-01,1.45E-01,1.58E-12,1.67E-13,1.82E+43,1.93E+42,1.84E+43,1.95E+42,2.40E+43,2.54E+42,./proj_profs/MCXC_J0340.8-4542_kTZ.dat,1022,1.756,4.276,2.419,0.42,0.298,0.184,[6954]    ,[6954]
III_Zw_054,3,41,15.7,+,15,24,34.76,55.31529,15.40966,0.029,0.3,1,R2500     ,335,9,731,31,2.516,0.082,2.309,0.09,nan,nan,nan,nan,2.209,0.071,2.46E-01,3.60E-02,8.72E-12,3.61E-13,1.64E+43,6.78E+41,1.65E+43,6.82E+41,2.20E+43,9.11E+41,./proj_profs/III_Zw_054_kTZ.dat,1022,3.292,9.725,2.255,0.217,0.196,0.11,[4182]    ,[4182]
ABELL_3158,3,42,51.3,-,53,37,46.75,55.71388,-53.62965,0.06,0.3,1,R2500     ,480,8,1077,23,4.964,0.076,4.909,0.078,nan,nan,nan,nan,4.965,0.076,4.10E-01,2.50E-02,2.42E-11,2.18E-13,2.02E+44,1.82E+42,2.00E+44,1.80E+42,2.70E+44,2.43E+42,./proj_profs/ABELL_3158_kTZ.dat,2047,2.722,7.021,5.435,0.313,0.387,0.082,[3201  3712],[3201  3712]
ACT-CL_J0346-5438,3,46,55.8,-,54,38,54.51,56.73262,-54.64847,0.55,0.3,1,R2500     ,359,47,878,123,4.615,0.818,5.356,1.041,nan,nan,nan,nan,4.573,0.813,2.53E-01,1.58E-01,3.29E-13,3.67E-14,3.95E+44,4.40E+43,4.01E+44,4.47E+43,5.35E+44,5.96E+43,None      ,2047,0.989,0.935,nan,nan,nan,nan,[12270  13155],[12270  13155]
SPT-CLJ0352-5647,3,52,58,-,56,47,43.91,58.24159,-56.79553,0.67,0.3,1,R2500     ,427,78,859,123,7.173,1.648,5.837,1.082,nan,nan,nan,nan,6.834,1.37,6.00E-03,9.50E-02,2.02E-13,1.50E-14,3.93E+44,2.93E+43,3.70E+44,2.75E+43,5.38E+44,4.01E+43,None      ,1022,1.135,1.015,nan,nan,nan,nan,[13490]   ,[13490]
MCXC_J0352.9+1941,3,52,59,+,19,40,58.7,58.24571,19.68297,0.109,0.3,1,R2500     ,364,13,863,37,3.137,0.165,3.359,0.204,7.1,0.4,56.7,2,3.135,0.165,2.00E-01,5.20E-02,3.29E-12,1.32E-13,9.79E+43,3.92E+42,9.91E+43,3.97E+42,1.30E+44,5.21E+42,./proj_profs/MCXC_J0352.9+1941_kTZ.dat,1022,1.111,3.087,3.085,0.533,0.263,0.124,[10466]   ,[10466]
MACS_J0358.8-2955,3,58,54.3,-,29,55,33.36,59.72627,-29.92593,0.425,0.3,1,R2500     ,548,24,1196,62,8.787,0.483,8.425,0.493,26.2,15,167.4,22.1,8.747,0.487,1.43E-01,5.20E-02,2.17E-12,5.73E-14,1.40E+45,3.70E+43,1.28E+45,3.38E+43,2.01E+45,5.30E+43,./proj_profs/MACS_J0358.8-2955_kTZ.dat,3072,1.13,1.647,nan,nan,nan,nan,[11719  12300  13194],[11719  12300  13194]
400d_J0405-4100,4,5,24.4,-,41,0,19.42,61.35174,-41.00539,0.686,0.3,1,R2500     ,362,57,795,109,5.407,1.057,5.14,0.899,nan,nan,nan,nan,5.318,1.079,1.20E-02,7.60E-02,1.38E-13,1.43E-14,2.84E+44,2.95E+43,2.83E+44,2.93E+43,3.90E+44,4.04E+43,None      ,1022,1.088,0.853,nan,nan,nan,nan,[7191]    ,[7191]
ABELL_0478,4,13,25.2,+,10,27,55.02,63.355,10.46528,0.088,0.3,1,R2500     ,598,13,1339,39,7.583,0.163,7.575,0.174,11.6,0.9,216.3,33.6,7.609,0.166,2.59E-01,2.20E-02,3.10E-11,2.00E-13,5.86E+44,3.78E+42,5.72E+44,3.69E+42,8.54E+44,5.51E+42,./proj_profs/ABELL_0478_kTZ.dat,1022,1.116,6.128,7.546,0.554,0.27,0.121,[1669]    ,[1669  6102]
MACS_J0416.1-2403,4,16,9.4,-,24,3,55.81,64.03935,-24.0655,0.42,0.3,1,R2500     ,550,35,1220,86,8.818,0.774,8.688,0.806,76.3,106.5,245.7,116.9,8.664,0.734,2.14E-01,7.10E-02,1.59E-12,5.70E-14,9.94E+44,3.58E+43,9.11E+44,3.28E+43,1.42E+45,5.11E+43,./proj_profs/MACS_J0416.1-2403_kTZ.dat,2047,1.13,1.666,nan,nan,nan,nan,[10446  16237],[10446  16237]
SPT-CL_J0417-4748,4,17,23.2,-,47,48,48.4,64.34646,-47.81344,0.62,0.3,1,R2500     ,396,47,898,108,5.93,0.912,6.021,0.956,nan,nan,nan,nan,5.91,0.897,2.05E-01,1.23E-01,6.08E-13,5.45E-14,9.79E+44,8.78E+43,9.46E+44,8.48E+43,1.32E+45,1.19E+44,None      ,1022,1.077,0.974,nan,nan,nan,nan,[13397]   ,[13397]
MACS_J0417.5-1154,4,17,34.2,-,11,54,34.43,64.39264,-11.90956,0.44,0.3,1,R2500     ,624,27,1392,83,11.308,0.559,11.39,0.615,23.9,8.3,159.4,14.1,11.324,0.499,1.97E-01,4.40E-02,3.49E-12,5.93E-14,2.45E+45,4.15E+43,2.16E+45,3.67E+43,3.73E+45,6.33E+43,./proj_profs/MACS_J0417.5-1154_kTZ.dat,3072,1.108,1.838,10.945,0.936,0.211,0.093,[3270  12010  11759],[11759  12010  3270]
MCXC_J0425.8-0833,4,25,51.2,-,8,33,37.56,66.46342,-8.56043,0.04,0.3,1,R2500     ,379,13,868,31,3.179,0.167,3.217,0.143,6.7,1.3,122.6,3.7,3.179,0.166,2.91E-01,6.60E-02,1.04E-11,4.44E-13,3.72E+43,1.59E+42,3.73E+43,1.59E+42,4.87E+43,2.08E+42,./proj_profs/MCXC_J0425.8-0833_kTZ.dat,1022,3.255,8.142,3.088,0.125,0.256,0.073,[4183]    ,[4183]
SPT-CLJ0426-5455,4,26,4.6,-,54,54,41.9,66.5191,-54.91164,0.63,0.3,1,R2500     ,358,110,735,125,4.981,1.988,4.169,0.946,nan,nan,nan,nan,5.347,1.715,6.60E-02,1.41E-01,1.81E-13,2.91E-14,3.03E+44,4.87E+43,3.00E+44,4.82E+43,4.13E+44,6.64E+43,None      ,1022,1.051,0.873,nan,nan,nan,nan,[13472]   ,[13472]
ABELL_S0463,4,28,37.6,-,53,50,24.6,67.15687,-53.84017,0.039,0.3,1,R2500     ,353,9,800,28,2.794,0.083,2.746,0.081,117.5,23.6,100.2,44.9,2.831,0.088,3.19E-01,5.20E-02,2.58E-12,9.85E-14,9.10E+42,3.47E+41,9.14E+42,3.49E+41,1.19E+43,4.54E+41,./proj_profs/ABELL_S0463_kTZ.dat,2047,2.257,7.645,2.503,0.532,0.214,0.139,[7250  6956],[6956  7250]
MACS_J0429.6-0253,4,29,36,-,2,53,7.42,67.40004,-2.88539,0.399,0.3,1,R2500     ,491,44,1090,96,7.001,0.901,6.871,0.887,12.2,3.1,109.9,8.6,7,0.9,3.02E-01,1.32E-01,1.03E-12,4.87E-14,5.72E+44,2.70E+43,5.40E+44,2.55E+43,7.87E+44,3.72E+43,./proj_profs/MACS_J0429.6-0253_kTZ.dat,1022,1.159,1.533,nan,nan,nan,nan,[3271]    ,[3271]
MCXC_J0437.1+0043,4,37,9.5,+,0,43,56.03,69.28978,0.73223,0.285,0.3,1,R2500     ,518,28,1162,66,6.941,0.56,6.934,0.573,39.9,4.2,88.4,8.2,6.827,0.478,2.68E-01,7.90E-02,2.04E-12,5.52E-14,5.14E+44,1.39E+43,4.92E+44,1.33E+43,7.12E+44,1.93E+43,./proj_profs/MCXC_J0437.1+0043_kTZ.dat,2047,1.251,2.026,6.101,0.632,0.265,0.041,[7900  11729],[11729  7900]
MCXC_J0439.0+0715,4,39,0.6,+,7,16,6.1,69.75234,7.26836,0.23,0.3,1,R2500     ,513,28,1137,66,6.47,0.535,6.314,0.558,57.2,12,116.3,17.8,6.528,0.534,2.93E-01,8.30E-02,3.53E-12,1.11E-13,5.46E+44,1.71E+43,5.26E+44,1.65E+43,7.53E+44,2.36E+43,./proj_profs/MCXC_J0439.0+0715_kTZ.dat,1022,1.16,2.346,nan,nan,nan,nan,[3583]    ,[3583]
MCXC_J0439.0+0520,4,39,2.2,+,5,20,43.38,69.75901,5.34538,0.208,0.3,1,R2500     ,451,27,972,57,5.033,0.477,4.608,0.426,6.2,1.6,118.3,5.1,5.024,0.48,2.51E-01,1.07E-01,1.53E-12,8.35E-14,1.89E+44,1.03E+43,1.86E+44,1.02E+43,2.52E+44,1.38E+43,./proj_profs/MCXC_J0439.0+0520_kTZ.dat,2047,1.22,2.233,nan,nan,nan,nan,[527  9369],[527  9369]
MCXC_J0443.1+0210,4,43,9.9,+,2,10,19.05,70.79139,2.17196,0.19,0.3,1,R2500     ,406,29,896,67,4.083,0.463,3.893,0.472,nan,nan,nan,nan,4.147,0.474,3.48E-01,1.49E-01,1.17E-12,8.58E-14,1.17E+44,8.63E+42,1.18E+44,8.64E+42,1.55E+44,1.14E+43,None      ,1022,0.998,2.156,nan,nan,nan,nan,[4196]    ,[4196]
ABELL_0514,4,48,1.7,-,20,26,52.01,72.00697,-20.44778,0.071,0.3,1,R2500     ,402,16,922,40,3.631,0.236,3.695,0.243,nan,nan,nan,nan,3.629,0.235,1.70E-01,6.50E-02,2.55E-12,1.09E-13,3.09E+43,1.32E+42,3.10E+43,1.32E+42,4.07E+43,1.74E+42,./proj_profs/ABELL_0514_kTZ.dat,1022,1.588,4.992,3.959,0.534,0.257,0.035,[3578]    ,[3578]
ABELL_3292,4,49,55.9,-,44,40,23.12,72.48297,-44.67309,0.172,0.3,1,R2500     ,416,19,956,49,4.202,0.299,4.318,0.345,108.1,10.2,35.7,10.7,4.204,0.297,2.71E-01,9.80E-02,2.16E-12,9.97E-14,1.75E+44,8.06E+42,1.75E+44,8.06E+42,2.32E+44,1.07E+43,./proj_profs/ABELL_3292_kTZ.dat,1022,1.41,2.391,nan,nan,nan,nan,[9417]    ,[9417]
WEIN_051  ,4,50,6.5,+,45,3,6.43,72.52712,45.05179,0.022,0.3,1,R2500     ,545,17,1203,34,6.07,0.293,5.873,0.211,84.2,55.2,196.3,94.3,5.348,0.263,2.82E-01,5.50E-02,3.62E-11,9.18E-13,3.94E+43,1.00E+42,3.92E+43,9.95E+41,5.37E+43,1.36E+42,./proj_profs/WEIN_051_kTZ.dat,1022,2.898,20.507,nan,nan,nan,nan,[2219]    ,[2219]
MACS_J0451.9+0006,4,51,54.4,+,0,6,19.88,72.97657,0.10552,0.43,0.3,1,R2500     ,443,47,972,91,5.994,0.907,5.725,0.785,nan,nan,nan,nan,5.844,0.829,4.11E-01,2.06E-01,9.24E-13,5.72E-14,6.13E+44,3.80E+43,5.93E+44,3.67E+43,8.23E+44,5.10E+43,None      ,1022,1.101,1.322,nan,nan,nan,nan,[5815]    ,[5815]
MCXC_J0454.1-0300,4,54,11.3,-,3,0,57.08,73.54711,-3.01586,0.55,0.3,1,R2500     ,576,33,1280,91,10.911,0.756,10.923,0.801,nan,nan,49.1,20.3,10.644,0.768,2.06E-01,8.20E-02,1.54E-12,2.85E-14,1.85E+45,3.43E+43,1.62E+45,3.00E+43,2.72E+45,5.04E+43,./proj_profs/MCXC_J0454.1-0300_kTZ.dat,1022,1.309,1.501,nan,nan,nan,nan,[902]     ,[529  902]
ESO_552-_G_020,4,54,52.3,-,18,6,55.3,73.71807,-18.11536,0.031,0.3,1,R2500     ,316,13,725,39,2.278,0.135,2.271,0.159,nan,nan,206.2,10.8,2.231,0.122,3.58E-01,6.40E-02,3.23E-12,1.91E-13,7.14E+42,4.21E+41,7.18E+42,4.24E+41,9.47E+42,5.59E+41,./proj_profs/ESO_552-_G_020_kTZ.dat,1022,4.796,8.502,2.455,0.267,0.536,0.173,[3206]    ,[3206]
MACS_J0455.2+0657,4,55,17.3,+,6,57,48.29,73.822,6.96341,0.425,0.3,1,R2500     ,478,48,1081,119,6.848,0.986,6.952,1.118,nan,nan,nan,nan,6.845,0.998,5.71E-01,2.26E-01,1.07E-12,6.85E-14,6.88E+44,4.42E+43,6.50E+44,4.17E+43,9.37E+44,6.02E+43,None      ,1022,1.135,1.436,nan,nan,nan,nan,[5812]    ,[5812]
SPT-CLJ0456-5116,4,56,27.6,-,51,16,44.18,74.11495,-51.27894,0.562,0.3,1,R2500     ,419,59,976,126,6.193,1.161,6.627,1.171,nan,nan,nan,nan,6.352,1.188,3.76E-01,1.76E-01,2.80E-13,2.45E-14,3.55E+44,3.10E+43,3.38E+44,2.95E+43,4.79E+44,4.19E+43,None      ,1022,1.079,1.08,nan,nan,nan,nan,[13474]   ,[13474]
